"GEO_ID","NAME","NAICS2017","NAICS2017_LABEL","SEX","SEX_LABEL","ETH_GROUP","ETH_GROUP_LABEL","RACE_GROUP","RACE_GROUP_LABEL","VET_GROUP","VET_GROUP_LABEL","YIBSZFI","YIBSZFI_LABEL","YEAR","FIRMPDEMP","RCPPDEMP","EMP","PAYANN","FIRMPDEMP_S","RCPPDEMP_S","EMP_S","PAYANN_S",
"0100000US","United States","00","Total for all sectors","001","Total","028","Equally Hispanic/non-Hispanic","00","Total","001","Total","311","Firms with less than 2 years in business","2018","9207","4554466","37607","1066360","5.7","10.8","19.9","11.4",
"0100000US","United States","00","Total for all sectors","001","Total","028","Equally Hispanic/non-Hispanic","00","Total","001","Total","318","Firms with 2 to 3 years in business","2018","7670","6040568","50168","1421430","7.3","13.3","16.6","15.9",
"0100000US","United States","00","Total for all sectors","001","Total","028","Equally Hispanic/non-Hispanic","00","Total","001","Total","319","Firms with 4 to 5 years in business","2018","S","S","50,000 to 99,999 employees","S","S","S","S","S",
"0100000US","United States","00","Total for all sectors","001","Total","028","Equally Hispanic/non-Hispanic","00","Total","001","Total","321","Firms with 6 to 10 years in business","2018","9104","10091252","78480","2488107","10.5","22.7","25.3","22.0",
"0100000US","United States","00","Total for all sectors","001","Total","028","Equally Hispanic/non-Hispanic","00","Total","001","Total","322","Firms with 11 to 15 years in business","2018","7100","9203150","72414","2191606","10.9","30.3","19.0","20.8",
"0100000US","United States","00","Total for all sectors","001","Total","028","Equally Hispanic/non-Hispanic","00","Total","001","Total","323","Firms with 16 or more years in business","2018","10736","33751018","192842","8593953","6.2","28.9","17.7","28.9",
"0100000US","United States","00","Total for all sectors","002","Female","028","Equally Hispanic/non-Hispanic","00","Total","001","Total","311","Firms with less than 2 years in business","2018","511","118269","1557","31359","25.8","29.4","35.7","27.1",
"0100000US","United States","00","Total for all sectors","002","Female","028","Equally Hispanic/non-Hispanic","00","Total","001","Total","318","Firms with 2 to 3 years in business","2018","423","237005","2495","65519","31.2","39.7","38.6","46.1",
"0100000US","United States","00","Total for all sectors","002","Female","028","Equally Hispanic/non-Hispanic","00","Total","001","Total","319","Firms with 4 to 5 years in business","2018","S","S","1,000 to 2,499 employees","S","S","S","S","S",
"0100000US","United States","00","Total for all sectors","002","Female","028","Equally Hispanic/non-Hispanic","00","Total","001","Total","321","Firms with 6 to 10 years in business","2018","S","S","5,000 to 9,999 employees","S","S","S","S","S",
"0100000US","United States","00","Total for all sectors","002","Female","028","Equally Hispanic/non-Hispanic","00","Total","001","Total","322","Firms with 11 to 15 years in business","2018","S","S","1,000 to 2,499 employees","S","S","S","S","S",
"0100000US","United States","00","Total for all sectors","002","Female","028","Equally Hispanic/non-Hispanic","00","Total","001","Total","323","Firms with 16 or more years in business","2018","S","S","1,000 to 2,499 employees","S","S","S","S","S",
"0100000US","United States","00","Total for all sectors","003","Male","028","Equally Hispanic/non-Hispanic","00","Total","001","Total","311","Firms with less than 2 years in business","2018","1961","861080","4261","170894","13.7","27.3","21.6","21.9",
"0100000US","United States","00","Total for all sectors","003","Male","028","Equally Hispanic/non-Hispanic","00","Total","001","Total","318","Firms with 2 to 3 years in business","2018","1586","2047361","13567","470784","16.3","21.6","23.0","25.2",
"0100000US","United States","00","Total for all sectors","003","Male","028","Equally Hispanic/non-Hispanic","00","Total","001","Total","319","Firms with 4 to 5 years in business","2018","1315","2063604","10201","470284","21.4","47.9","44.3","54.6",
"0100000US","United States","00","Total for all sectors","003","Male","028","Equally Hispanic/non-Hispanic","00","Total","001","Total","321","Firms with 6 to 10 years in business","2018","2003","3354799","18290","842298","19.7","46.6","24.8","33.9",
"0100000US","United States","00","Total for all sectors","003","Male","028","Equally Hispanic/non-Hispanic","00","Total","001","Total","322","Firms with 11 to 15 years in business","2018","1109","1961398","13834","591684","26.6","31.8","30.2","32.7",
"0100000US","United States","00","Total for all sectors","003","Male","028","Equally Hispanic/non-Hispanic","00","Total","001","Total","323","Firms with 16 or more years in business","2018","S","S","50,000 to 99,999 employees","S","S","S","S","S",
"0100000US","United States","00","Total for all sectors","004","Equally male/female","028","Equally Hispanic/non-Hispanic","00","Total","001","Total","311","Firms with less than 2 years in business","2018","6735","3575117","31789","864106","6.2","15.0","22.1","14.7",
"0100000US","United States","00","Total for all sectors","004","Equally male/female","028","Equally Hispanic/non-Hispanic","00","Total","001","Total","318","Firms with 2 to 3 years in business","2018","5661","3756202","34106","885128","7.6","18.2","20.9","20.9",
"0100000US","United States","00","Total for all sectors","004","Equally male/female","028","Equally Hispanic/non-Hispanic","00","Total","001","Total","319","Firms with 4 to 5 years in business","2018","S","S","25,000 to 49,999 employees","S","S","S","S","S",
"0100000US","United States","00","Total for all sectors","004","Equally male/female","028","Equally Hispanic/non-Hispanic","00","Total","001","Total","321","Firms with 6 to 10 years in business","2018","6723","6283369","51269","1498949","8.4","14.4","18.2","13.0",
"0100000US","United States","00","Total for all sectors","004","Equally male/female","028","Equally Hispanic/non-Hispanic","00","Total","001","Total","322","Firms with 11 to 15 years in business","2018","5758","7038709","56836","1536775","10.8","32.4","18.9","19.8",
"0100000US","United States","00","Total for all sectors","004","Equally male/female","028","Equally Hispanic/non-Hispanic","00","Total","001","Total","323","Firms with 16 or more years in business","2018","8124","13326288","104267","3726459","8.5","13.9","11.3","13.8",
"0100000US","United States","00","Total for all sectors","001","Total","029","Non-Hispanic","00","Total","001","Total","311","Firms with less than 2 years in business","2018","755042","578101037","3177989","128090380","0.8","2.2","2.2","2.0",
"0100000US","United States","00","Total for all sectors","001","Total","029","Non-Hispanic","00","Total","001","Total","318","Firms with 2 to 3 years in business","2018","639817","646147600","4418672","145184658","1.2","4.2","4.2","2.3",
"0100000US","United States","00","Total for all sectors","001","Total","029","Non-Hispanic","00","Total","001","Total","319","Firms with 4 to 5 years in business","2018","484416","606135829","3883713","146474552","0.9","4.8","3.1","5.3",
"0100000US","United States","00","Total for all sectors","001","Total","029","Non-Hispanic","00","Total","001","Total","321","Firms with 6 to 10 years in business","2018","844373","1364832339","7885812","325499117","0.7","6.8","1.2","6.4",
"0100000US","United States","00","Total for all sectors","001","Total","029","Non-Hispanic","00","Total","001","Total","322","Firms with 11 to 15 years in business","2018","733822","1426367110","7286418","337908822","0.8","5.2","2.8","4.7",
"0100000US","United States","00","Total for all sectors","001","Total","029","Non-Hispanic","00","Total","001","Total","323","Firms with 16 or more years in business","2018","1660746","9208916093","33354403","1606783477","0.5","4.0","1.3","1.4",
"0100000US","United States","00","Total for all sectors","002","Female","029","Non-Hispanic","00","Total","001","Total","311","Firms with less than 2 years in business","2018","171366","100967389","683880","25116175","0.9","3.6","3.7","3.8",
"0100000US","United States","00","Total for all sectors","002","Female","029","Non-Hispanic","00","Total","001","Total","318","Firms with 2 to 3 years in business","2018","153090","100872078","855399","26455189","2.6","6.7","6.9","9.4",
"0100000US","United States","00","Total for all sectors","002","Female","029","Non-Hispanic","00","Total","001","Total","319","Firms with 4 to 5 years in business","2018","112821","80614884","719423","22279885","1.9","5.4","5.3","6.2",
"0100000US","United States","00","Total for all sectors","002","Female","029","Non-Hispanic","00","Total","001","Total","321","Firms with 6 to 10 years in business","2018","189488","197824588","1519393","52467126","1.5","5.3","4.6","4.7",
"0100000US","United States","00","Total for all sectors","002","Female","029","Non-Hispanic","00","Total","001","Total","322","Firms with 11 to 15 years in business","2018","151336","182196748","1348983","51181942","2.5","8.9","7.2","10.7",
"0100000US","United States","00","Total for all sectors","002","Female","029","Non-Hispanic","00","Total","001","Total","323","Firms with 16 or more years in business","2018","276592","1021602694","4280792","188162008","1.5","6.9","2.9","2.7",
"0100000US","United States","00","Total for all sectors","003","Male","029","Non-Hispanic","00","Total","001","Total","311","Firms with less than 2 years in business","2018","465468","391882456","1992321","84748701","1.0","2.6","3.7","3.0",
"0100000US","United States","00","Total for all sectors","003","Male","029","Non-Hispanic","00","Total","001","Total","318","Firms with 2 to 3 years in business","2018","394137","465619464","2924572","100886403","1.2","5.8","5.6","1.9",
"0100000US","United States","00","Total for all sectors","003","Male","029","Non-Hispanic","00","Total","001","Total","319","Firms with 4 to 5 years in business","2018","302075","455642159","2660239","109186993","1.5","7.4","5.4","7.1",
"0100000US","United States","00","Total for all sectors","003","Male","029","Non-Hispanic","00","Total","001","Total","321","Firms with 6 to 10 years in business","2018","527017","1031088366","5314761","241008076","1.2","9.3","1.0","9.0",
"0100000US","United States","00","Total for all sectors","003","Male","029","Non-Hispanic","00","Total","001","Total","322","Firms with 11 to 15 years in business","2018","460839","1072408493","4900723","248549958","1.3","6.4","3.3","5.5",
"0100000US","United States","00","Total for all sectors","003","Male","029","Non-Hispanic","00","Total","001","Total","323","Firms with 16 or more years in business","2018","1127768","7467259513","25449056","1278228284","0.8","4.1","1.4","1.3",
"0100000US","United States","00","Total for all sectors","004","Equally male/female","029","Non-Hispanic","00","Total","001","Total","311","Firms with less than 2 years in business","2018","118208","85251192","501788","18225503","1.7","5.7","7.6","8.2",
"0100000US","United States","00","Total for all sectors","004","Equally male/female","029","Non-Hispanic","00","Total","001","Total","318","Firms with 2 to 3 years in business","2018","92590","79656058","638701","17843066","3.4","11.1","6.2","9.2",
"0100000US","United States","00","Total for all sectors","004","Equally male/female","029","Non-Hispanic","00","Total","001","Total","319","Firms with 4 to 5 years in business","2018","69521","69878786","504051","15007674","1.8","15.4","7.6","10.1",
"0100000US","United States","00","Total for all sectors","004","Equally male/female","029","Non-Hispanic","00","Total","001","Total","321","Firms with 6 to 10 years in business","2018","127870","135919384","1051658","32023915","3.0","5.3","3.6","4.4",
"0100000US","United States","00","Total for all sectors","004","Equally male/female","029","Non-Hispanic","00","Total","001","Total","322","Firms with 11 to 15 years in business","2018","121647","171761869","1036713","38176922","2.8","8.5","4.8","6.8",
"0100000US","United States","00","Total for all sectors","004","Equally male/female","029","Non-Hispanic","00","Total","001","Total","323","Firms with 16 or more years in business","2018","256384","720053885","3624555","140393185","1.8","8.6","4.5","5.4",
"0100000US","United States","00","Total for all sectors","001","Total","001","Total","30","White","001","Total","311","Firms with less than 2 years in business","2018","694760","527871319","2847936","117682975","0.6","2.2","3.0","2.2",
"0100000US","United States","00","Total for all sectors","001","Total","001","Total","30","White","001","Total","318","Firms with 2 to 3 years in business","2018","583032","605615812","3930918","135022009","1.2","5.1","4.2","2.3",
"0100000US","United States","00","Total for all sectors","001","Total","001","Total","30","White","001","Total","319","Firms with 4 to 5 years in business","2018","437414","565922586","3619823","137723512","0.9","5.6","5.0","6.9",
"0100000US","United States","00","Total for all sectors","001","Total","001","Total","30","White","001","Total","321","Firms with 6 to 10 years in business","2018","774593","1271513975","7291013","304945323","0.8","7.6","1.0","7.3",
"0100000US","United States","00","Total for all sectors","001","Total","001","Total","30","White","001","Total","322","Firms with 11 to 15 years in business","2018","684558","1347825754","6817354","318089308","0.7","5.4","2.9","5.0",
"0100000US","United States","00","Total for all sectors","001","Total","001","Total","30","White","001","Total","323","Firms with 16 or more years in business","2018","1595526","8984413101","32370387","1566640992","0.6","3.8","1.4","1.2",
"0100000US","United States","00","Total for all sectors","002","Female","001","Total","30","White","001","Total","311","Firms with less than 2 years in business","2018","151460","88602904","582828","21794780","1.2","3.6","4.7","3.4",
"0100000US","United States","00","Total for all sectors","002","Female","001","Total","30","White","001","Total","318","Firms with 2 to 3 years in business","2018","134700","90368955","742767","23883299","2.8","7.9","5.4","9.6",
"0100000US","United States","00","Total for all sectors","002","Female","001","Total","30","White","001","Total","319","Firms with 4 to 5 years in business","2018","96917","71467834","616770","19245171","2.0","6.1","6.6","5.9",
"0100000US","United States","00","Total for all sectors","002","Female","001","Total","30","White","001","Total","321","Firms with 6 to 10 years in business","2018","166790","171672659","1332115","45312411","1.7","7.8","4.3","6.7",
"0100000US","United States","00","Total for all sectors","002","Female","001","Total","30","White","001","Total","322","Firms with 11 to 15 years in business","2018","135141","166742405","1220514","46120499","3.2","8.8","8.5","11.6",
"0100000US","United States","00","Total for all sectors","002","Female","001","Total","30","White","001","Total","323","Firms with 16 or more years in business","2018","260505","986720783","4136463","181867665","1.6","6.5","3.2","2.7",
"0100000US","United States","00","Total for all sectors","003","Male","001","Total","30","White","001","Total","311","Firms with less than 2 years in business","2018","431915","362922526","1806428","79065988","0.9","2.8","4.9","3.5",
"0100000US","United States","00","Total for all sectors","003","Male","001","Total","30","White","001","Total","318","Firms with 2 to 3 years in business","2018","362445","440009981","2609060","94527424","1.4","7.2","6.0","1.7",
"0100000US","United States","00","Total for all sectors","003","Male","001","Total","30","White","001","Total","319","Firms with 4 to 5 years in business","2018","276989","426287694","2523750","103966512","1.3","8.0","7.4","8.6",
"0100000US","United States","00","Total for all sectors","003","Male","001","Total","30","White","001","Total","321","Firms with 6 to 10 years in business","2018","491319","974973579","5000574","229817777","1.4","10.1","1.8","9.9",
"0100000US","United States","00","Total for all sectors","003","Male","001","Total","30","White","001","Total","322","Firms with 11 to 15 years in business","2018","434917","1019010519","4651105","236399134","1.2","6.7","3.4","5.9",
"0100000US","United States","00","Total for all sectors","003","Male","001","Total","30","White","001","Total","323","Firms with 16 or more years in business","2018","1089464","7307737503","24772369","1250944157","0.8","3.9","1.4","1.1",
"0100000US","United States","00","Total for all sectors","004","Equally male/female","001","Total","30","White","001","Total","311","Firms with less than 2 years in business","2018","111385","76345889","458680","16822207","1.9","6.4","8.2","8.5",
"0100000US","United States","00","Total for all sectors","004","Equally male/female","001","Total","30","White","001","Total","318","Firms with 2 to 3 years in business","2018","85887","75236875","579091","16611286","2.2","12.5","6.3","10.1",
"0100000US","United States","00","Total for all sectors","004","Equally male/female","001","Total","30","White","001","Total","319","Firms with 4 to 5 years in business","2018","63508","68167059","479303","14511829","2.8","16.7","9.3","10.1",
"0100000US","United States","00","Total for all sectors","004","Equally male/female","001","Total","30","White","001","Total","321","Firms with 6 to 10 years in business","2018","116486","124867737","958324","29815135","3.0","5.3","4.3","4.7",
"0100000US","United States","00","Total for all sectors","004","Equally male/female","001","Total","30","White","001","Total","322","Firms with 11 to 15 years in business","2018","114501","162072831","945735","35569675","3.0","8.9","4.3","7.0",
"0100000US","United States","00","Total for all sectors","004","Equally male/female","001","Total","30","White","001","Total","323","Firms with 16 or more years in business","2018","245558","689954815","3461554","133829171","2.0","8.6","4.5","5.1",
"0100000US","United States","00","Total for all sectors","001","Total","020","Hispanic","30","White","001","Total","311","Firms with less than 2 years in business","2018","53224","28298674","206975","6488684","2.2","5.6","7.6","9.1",
"0100000US","United States","00","Total for all sectors","001","Total","020","Hispanic","30","White","001","Total","318","Firms with 2 to 3 years in business","2018","53294","50891746","343254","9823302","4.0","17.4","8.6","8.0",
"0100000US","United States","00","Total for all sectors","001","Total","020","Hispanic","30","White","001","Total","319","Firms with 4 to 5 years in business","2018","38990","43507562","335257","9751258","3.6","17.5","21.5","20.0",
"0100000US","United States","00","Total for all sectors","001","Total","020","Hispanic","30","White","001","Total","321","Firms with 6 to 10 years in business","2018","65684","78764433","574375","18568728","2.5","11.7","6.3","8.2",
"0100000US","United States","00","Total for all sectors","001","Total","020","Hispanic","30","White","001","Total","322","Firms with 11 to 15 years in business","2018","45284","60071774","414458","14394593","3.7","10.3","7.3","9.2",
"0100000US","United States","00","Total for all sectors","001","Total","020","Hispanic","30","White","001","Total","323","Firms with 16 or more years in business","2018","61345","179773565","1016509","39206380","2.0","5.3","9.4","5.9",
"0100000US","United States","00","Total for all sectors","001","Total","028","Equally Hispanic/non-Hispanic","30","White","001","Total","311","Firms with less than 2 years in business","2018","8115","4176278","35067","970501","6.1","11.8","21.0","12.3",
"0100000US","United States","00","Total for all sectors","001","Total","028","Equally Hispanic/non-Hispanic","30","White","001","Total","318","Firms with 2 to 3 years in business","2018","6793","5543514","44609","1239839","10.1","15.6","16.6","16.2",
"0100000US","United States","00","Total for all sectors","001","Total","028","Equally Hispanic/non-Hispanic","30","White","001","Total","319","Firms with 4 to 5 years in business","2018","S","S","50,000 to 99,999 employees","S","S","S","S","S",
"0100000US","United States","00","Total for all sectors","001","Total","028","Equally Hispanic/non-Hispanic","30","White","001","Total","321","Firms with 6 to 10 years in business","2018","8160","9090192","70357","2218744","9.6","22.6","27.4","22.6",
"0100000US","United States","00","Total for all sectors","001","Total","028","Equally Hispanic/non-Hispanic","30","White","001","Total","322","Firms with 11 to 15 years in business","2018","6384","8637961","66863","2036521","11.1","33.1","21.3","23.7",
"0100000US","United States","00","Total for all sectors","001","Total","028","Equally Hispanic/non-Hispanic","30","White","001","Total","323","Firms with 16 or more years in business","2018","9788","32011853","183026","8110998","7.7","31.2","19.2","31.8",
"0100000US","United States","00","Total for all sectors","001","Total","029","Non-Hispanic","30","White","001","Total","311","Firms with less than 2 years in business","2018","633418","495396367","2605893","110223789","0.8","2.3","2.9","2.0",
"0100000US","United States","00","Total for all sectors","001","Total","029","Non-Hispanic","30","White","001","Total","318","Firms with 2 to 3 years in business","2018","522945","549180551","3543055","123958869","1.4","4.8","4.7","2.2",
"0100000US","United States","00","Total for all sectors","001","Total","029","Non-Hispanic","30","White","001","Total","319","Firms with 4 to 5 years in business","2018","393399","514898112","3231741","126386095","0.9","5.4","3.5","6.3",
"0100000US","United States","00","Total for all sectors","001","Total","029","Non-Hispanic","30","White","001","Total","321","Firms with 6 to 10 years in business","2018","700748","1183659351","6646281","284157851","0.9","8.2","1.2","7.8",
"0100000US","United States","00","Total for all sectors","001","Total","029","Non-Hispanic","30","White","001","Total","322","Firms with 11 to 15 years in business","2018","632890","1279116019","6336033","301658195","0.7","5.4","2.9","5.1",
"0100000US","United States","00","Total for all sectors","001","Total","029","Non-Hispanic","30","White","001","Total","323","Firms with 16 or more years in business","2018","1524392","8772627683","31170852","1519323615","0.6","3.9","1.4","1.3",
"0100000US","United States","00","Total for all sectors","001","Total","001","Total","40","Black or African American","001","Total","311","Firms with less than 2 years in business","2018","20664","9200037","79101","2468087","4.9","9.0","15.5","8.0",
"0100000US","United States","00","Total for all sectors","001","Total","001","Total","40","Black or African American","001","Total","318","Firms with 2 to 3 years in business","2018","21138","11329329","134230","3409440","7.3","9.2","10.3","9.1",
