"GEO_ID","NAME","NAICS2017","NAICS2017_LABEL","SEX","SEX_LABEL","ETH_GROUP","ETH_GROUP_LABEL","RACE_GROUP","RACE_GROUP_LABEL","VET_GROUP","VET_GROUP_LABEL","YIBSZFI","YIBSZFI_LABEL","YEAR","FIRMPDEMP","RCPPDEMP","EMP","PAYANN","FIRMPDEMP_S","RCPPDEMP_S","EMP_S","PAYANN_S",
"0100000US","United States","00","Total for all sectors","004","Equally male/female","001","Total","00","Total","001","Total","322","Firms with 11 to 15 years in business","2020","113864","171441580","1064386","41157285","2.9","9.9","7.7","9.3",
"0100000US","United States","00","Total for all sectors","004","Equally male/female","001","Total","00","Total","001","Total","323","Firms with 16 or more years in business","2020","261305","792180420","3738411","151311095","1.8","5.7","2.3","2.6",
"0100000US","United States","00","Total for all sectors","001","Total","020","Hispanic","00","Total","001","Total","311","Firms with less than 2 years in business","2020","64640","37848024","251574","8323311","1.8","10.4","13.0","10.6",
"0100000US","United States","00","Total for all sectors","001","Total","020","Hispanic","00","Total","001","Total","318","Firms with 2 to 3 years in business","2020","64733","42822915","329896","9555966","3.0","9.9","10.4","9.2",
"0100000US","United States","00","Total for all sectors","001","Total","020","Hispanic","00","Total","001","Total","319","Firms with 4 to 5 years in business","2020","49598","40023028","292867","9259844","4.3","7.9","7.9","8.4",
"0100000US","United States","00","Total for all sectors","001","Total","020","Hispanic","00","Total","001","Total","321","Firms with 6 to 10 years in business","2020","72920","85167002","582376","20660025","3.3","10.1","5.2","6.9",
"0100000US","United States","00","Total for all sectors","001","Total","020","Hispanic","00","Total","001","Total","322","Firms with 11 to 15 years in business","2020","50019","70490034","429144","15847563","4.2","12.2","8.2","11.9",
"0100000US","United States","00","Total for all sectors","001","Total","020","Hispanic","00","Total","001","Total","323","Firms with 16 or more years in business","2020","73350","195913277","1053883","41936151","2.0","7.4","6.4","6.4",
"0100000US","United States","00","Total for all sectors","002","Female","020","Hispanic","00","Total","001","Total","311","Firms with less than 2 years in business","2020","17848","9250873","65318","2023596","4.1","17.3","25.8","20.2",
"0100000US","United States","00","Total for all sectors","002","Female","020","Hispanic","00","Total","001","Total","318","Firms with 2 to 3 years in business","2020","19234","10078614","87570","2460896","6.3","16.7","11.1","9.8",
"0100000US","United States","00","Total for all sectors","002","Female","020","Hispanic","00","Total","001","Total","319","Firms with 4 to 5 years in business","2020","13825","8305718","71291","1881523","7.9","16.7","12.9","17.3",
"0100000US","United States","00","Total for all sectors","002","Female","020","Hispanic","00","Total","001","Total","321","Firms with 6 to 10 years in business","2020","17867","14019013","117151","3807363","6.1","15.0","15.7","15.8",
"0100000US","United States","00","Total for all sectors","002","Female","020","Hispanic","00","Total","001","Total","322","Firms with 11 to 15 years in business","2020","12873","12429836","113814","3450781","6.5","10.2","17.0","10.9",
"0100000US","United States","00","Total for all sectors","002","Female","020","Hispanic","00","Total","001","Total","323","Firms with 16 or more years in business","2020","18227","38986693","237316","8897641","2.8","10.0","12.3","12.2",
"0100000US","United States","00","Total for all sectors","003","Male","020","Hispanic","00","Total","001","Total","311","Firms with less than 2 years in business","2020","39770","24490488","154637","5347313","3.1","11.3","12.0","11.7",
"0100000US","United States","00","Total for all sectors","003","Male","020","Hispanic","00","Total","001","Total","318","Firms with 2 to 3 years in business","2020","39298","28934822","210867","6227581","5.3","15.3","15.9","14.3",
"0100000US","United States","00","Total for all sectors","003","Male","020","Hispanic","00","Total","001","Total","319","Firms with 4 to 5 years in business","2020","30820","28051396","192214","6549344","4.3","8.3","10.3","10.0",
"0100000US","United States","00","Total for all sectors","003","Male","020","Hispanic","00","Total","001","Total","321","Firms with 6 to 10 years in business","2020","46992","62494669","398114","15055016","4.8","14.0","7.4","9.6",
"0100000US","United States","00","Total for all sectors","003","Male","020","Hispanic","00","Total","001","Total","322","Firms with 11 to 15 years in business","2020","31044","51562747","261209","10872927","5.3","16.1","10.9","16.1",
"0100000US","United States","00","Total for all sectors","003","Male","020","Hispanic","00","Total","001","Total","323","Firms with 16 or more years in business","2020","47371","143227975","708661","29794214","3.2","10.1","7.7","8.3",
"0100000US","United States","00","Total for all sectors","004","Equally male/female","020","Hispanic","00","Total","001","Total","311","Firms with less than 2 years in business","2020","7022","4106664","31619","952402","5.6","17.8","27.9","28.8",
"0100000US","United States","00","Total for all sectors","004","Equally male/female","020","Hispanic","00","Total","001","Total","318","Firms with 2 to 3 years in business","2020","6201","3809479","31459","867488","9.3","33.0","17.5","35.9",
"0100000US","United States","00","Total for all sectors","004","Equally male/female","020","Hispanic","00","Total","001","Total","319","Firms with 4 to 5 years in business","2020","4953","3665913","29362","828976","16.6","15.7","23.0","26.7",
"0100000US","United States","00","Total for all sectors","004","Equally male/female","020","Hispanic","00","Total","001","Total","321","Firms with 6 to 10 years in business","2020","8061","8653321","67110","1797646","7.7","15.4","15.5","17.1",
"0100000US","United States","00","Total for all sectors","004","Equally male/female","020","Hispanic","00","Total","001","Total","322","Firms with 11 to 15 years in business","2020","6100","6497451","54121","1523855","14.7","23.0","26.5","16.7",
"0100000US","United States","00","Total for all sectors","004","Equally male/female","020","Hispanic","00","Total","001","Total","323","Firms with 16 or more years in business","2020","7752","13698609","107906","3244295","10.6","22.9","19.5","27.7",
"0100000US","United States","00","Total for all sectors","001","Total","028","Equally Hispanic/non-Hispanic","00","Total","001","Total","311","Firms with less than 2 years in business","2020","11081","5398646","40300","1437556","5.0","15.5","21.5","25.2",
"0100000US","United States","00","Total for all sectors","001","Total","028","Equally Hispanic/non-Hispanic","00","Total","001","Total","318","Firms with 2 to 3 years in business","2020","8791","6075629","56790","1530572","10.3","9.8","14.2","9.4",
"0100000US","United States","00","Total for all sectors","001","Total","028","Equally Hispanic/non-Hispanic","00","Total","001","Total","319","Firms with 4 to 5 years in business","2020","7002","5370860","47028","1476109","10.4","18.8","21.8","15.3",
"0100000US","United States","00","Total for all sectors","001","Total","028","Equally Hispanic/non-Hispanic","00","Total","001","Total","321","Firms with 6 to 10 years in business","2020","9089","10225257","89996","2807130","8.5","14.8","20.1","13.4",
"0100000US","United States","00","Total for all sectors","001","Total","028","Equally Hispanic/non-Hispanic","00","Total","001","Total","322","Firms with 11 to 15 years in business","2020","7442","7727291","66115","2180469","6.4","11.9","14.3","11.0",
"0100000US","United States","00","Total for all sectors","001","Total","028","Equally Hispanic/non-Hispanic","00","Total","001","Total","323","Firms with 16 or more years in business","2020","12508","29999165","180389","7194252","4.5","24.2","15.0","15.6",
"0100000US","United States","00","Total for all sectors","002","Female","028","Equally Hispanic/non-Hispanic","00","Total","001","Total","311","Firms with less than 2 years in business","2020","889","256065","4506","83016","18.7","40.9","43.3","40.8",
"0100000US","United States","00","Total for all sectors","002","Female","028","Equally Hispanic/non-Hispanic","00","Total","001","Total","318","Firms with 2 to 3 years in business","2020","610","336184","5803","128355","33.2","47.8","57.2","62.7",
"0100000US","United States","00","Total for all sectors","002","Female","028","Equally Hispanic/non-Hispanic","00","Total","001","Total","319","Firms with 4 to 5 years in business","2020","S","S","2,500 to 4,999 employees","S","S","S","S","S",
"0100000US","United States","00","Total for all sectors","002","Female","028","Equally Hispanic/non-Hispanic","00","Total","001","Total","321","Firms with 6 to 10 years in business","2020","S","S","2,500 to 4,999 employees","S","S","S","S","S",
"0100000US","United States","00","Total for all sectors","002","Female","028","Equally Hispanic/non-Hispanic","00","Total","001","Total","322","Firms with 11 to 15 years in business","2020","S","S","5,000 to 9,999 employees","S","S","S","S","S",
"0100000US","United States","00","Total for all sectors","002","Female","028","Equally Hispanic/non-Hispanic","00","Total","001","Total","323","Firms with 16 or more years in business","2020","S","S","5,000 to 9,999 employees","S","S","S","S","S",
"0100000US","United States","00","Total for all sectors","003","Male","028","Equally Hispanic/non-Hispanic","00","Total","001","Total","311","Firms with less than 2 years in business","2020","2297","1396113","8589","316001","17.8","39.9","51.3","43.5",
"0100000US","United States","00","Total for all sectors","003","Male","028","Equally Hispanic/non-Hispanic","00","Total","001","Total","318","Firms with 2 to 3 years in business","2020","1746","1452727","8779","340546","22.6","24.2","21.6","23.7",
"0100000US","United States","00","Total for all sectors","003","Male","028","Equally Hispanic/non-Hispanic","00","Total","001","Total","319","Firms with 4 to 5 years in business","2020","1807","1868748","10319","455035","22.2","29.7","38.7","31.2",
"0100000US","United States","00","Total for all sectors","003","Male","028","Equally Hispanic/non-Hispanic","00","Total","001","Total","321","Firms with 6 to 10 years in business","2020","1651","2566063","19047","694105","19.7","28.9","37.4","28.3",
"0100000US","United States","00","Total for all sectors","003","Male","028","Equally Hispanic/non-Hispanic","00","Total","001","Total","322","Firms with 11 to 15 years in business","2020","1227","2340695","16675","649377","13.0","30.1","23.0","25.8",
"0100000US","United States","00","Total for all sectors","003","Male","028","Equally Hispanic/non-Hispanic","00","Total","001","Total","323","Firms with 16 or more years in business","2020","S","S","25,000 to 49,999 employees","S","S","S","S","S",
"0100000US","United States","00","Total for all sectors","004","Equally male/female","028","Equally Hispanic/non-Hispanic","00","Total","001","Total","311","Firms with less than 2 years in business","2020","7896","3746468","27206","1038539","5.8","19.9","26.7","33.4",
"0100000US","United States","00","Total for all sectors","004","Equally male/female","028","Equally Hispanic/non-Hispanic","00","Total","001","Total","318","Firms with 2 to 3 years in business","2020","6435","4286718","42208","1061671","10.5","14.1","21.4","16.9",
"0100000US","United States","00","Total for all sectors","004","Equally male/female","028","Equally Hispanic/non-Hispanic","00","Total","001","Total","319","Firms with 4 to 5 years in business","2020","4783","3188807","33125","931185","13.3","29.9","31.4","25.6",
"0100000US","United States","00","Total for all sectors","004","Equally male/female","028","Equally Hispanic/non-Hispanic","00","Total","001","Total","321","Firms with 6 to 10 years in business","2020","7096","7510667","67382","2046115","8.5","24.8","28.8","22.9",
"0100000US","United States","00","Total for all sectors","004","Equally male/female","028","Equally Hispanic/non-Hispanic","00","Total","001","Total","322","Firms with 11 to 15 years in business","2020","5800","4989997","43967","1369518","9.3","20.7","22.3","18.1",
"0100000US","United States","00","Total for all sectors","004","Equally male/female","028","Equally Hispanic/non-Hispanic","00","Total","001","Total","323","Firms with 16 or more years in business","2020","9676","18031573","125661","4441754","4.1","21.4","21.0","20.8",
"0100000US","United States","00","Total for all sectors","001","Total","029","Non-Hispanic","00","Total","001","Total","311","Firms with less than 2 years in business","2020","717792","518282436","2895703","116182503","0.6","3.2","1.8","2.6",
"0100000US","United States","00","Total for all sectors","001","Total","029","Non-Hispanic","00","Total","001","Total","318","Firms with 2 to 3 years in business","2020","655257","715058136","4476097","162967674","0.8","4.1","2.7","3.8",
"0100000US","United States","00","Total for all sectors","001","Total","029","Non-Hispanic","00","Total","001","Total","319","Firms with 4 to 5 years in business","2020","509741","627568125","3940521","146585328","1.5","8.0","3.4","4.8",
"0100000US","United States","00","Total for all sectors","001","Total","029","Non-Hispanic","00","Total","001","Total","321","Firms with 6 to 10 years in business","2020","871614","1480455895","8166334","362357668","0.7","2.4","2.0","2.8",
"0100000US","United States","00","Total for all sectors","001","Total","029","Non-Hispanic","00","Total","001","Total","322","Firms with 11 to 15 years in business","2020","682740","1292168629","6910035","316987803","0.8","3.6","2.8","4.1",
"0100000US","United States","00","Total for all sectors","001","Total","029","Non-Hispanic","00","Total","001","Total","323","Firms with 16 or more years in business","2020","1697605","9497731890","34220016","1742124017","0.4","1.7","1.3","1.1",
"0100000US","United States","00","Total for all sectors","002","Female","029","Non-Hispanic","00","Total","001","Total","311","Firms with less than 2 years in business","2020","178661","99029694","637746","23445608","1.8","6.9","4.4","6.9",
"0100000US","United States","00","Total for all sectors","002","Female","029","Non-Hispanic","00","Total","001","Total","318","Firms with 2 to 3 years in business","2020","168060","108914224","948812","29172214","1.6","5.7","6.4","7.9",
"0100000US","United States","00","Total for all sectors","002","Female","029","Non-Hispanic","00","Total","001","Total","319","Firms with 4 to 5 years in business","2020","126477","96475121","862150","27075217","3.0","5.7","4.8","6.5",
"0100000US","United States","00","Total for all sectors","002","Female","029","Non-Hispanic","00","Total","001","Total","321","Firms with 6 to 10 years in business","2020","203613","231802367","1677783","67583185","1.5","10.5","3.7","5.0",
"0100000US","United States","00","Total for all sectors","002","Female","029","Non-Hispanic","00","Total","001","Total","322","Firms with 11 to 15 years in business","2020","150812","167094866","1265624","46461975","2.3","9.4","4.6","4.5",
"0100000US","United States","00","Total for all sectors","002","Female","029","Non-Hispanic","00","Total","001","Total","323","Firms with 16 or more years in business","2020","306773","1052619579","4781688","214949540","1.6","3.6","2.6","2.6",
"0100000US","United States","00","Total for all sectors","003","Male","029","Non-Hispanic","00","Total","001","Total","311","Firms with less than 2 years in business","2020","439724","353687896","1835837","77709989","0.9","3.6","4.2","4.0",
"0100000US","United States","00","Total for all sectors","003","Male","029","Non-Hispanic","00","Total","001","Total","318","Firms with 2 to 3 years in business","2020","397762","523672232","2907307","115962443","1.2","4.8","3.6","5.4",
"0100000US","United States","00","Total for all sectors","003","Male","029","Non-Hispanic","00","Total","001","Total","319","Firms with 4 to 5 years in business","2020","314914","456970977","2532740","102800510","1.6","10.6","5.1","6.1",
"0100000US","United States","00","Total for all sectors","003","Male","029","Non-Hispanic","00","Total","001","Total","321","Firms with 6 to 10 years in business","2020","544456","1084428006","5469331","259117290","1.1","4.7","2.4","3.2",
"0100000US","United States","00","Total for all sectors","003","Male","029","Non-Hispanic","00","Total","001","Total","322","Firms with 11 to 15 years in business","2020","429964","965119630","4678114","232261916","1.4","5.2","3.8","4.9",
"0100000US","United States","00","Total for all sectors","003","Male","029","Non-Hispanic","00","Total","001","Total","323","Firms with 16 or more years in business","2020","1146955","7684662073","25933484","1383549432","0.6","2.3","1.6","1.3",
"0100000US","United States","00","Total for all sectors","004","Equally male/female","029","Non-Hispanic","00","Total","001","Total","311","Firms with less than 2 years in business","2020","99407","65564846","422120","15026906","1.5","9.1","9.0","10.5",
"0100000US","United States","00","Total for all sectors","004","Equally male/female","029","Non-Hispanic","00","Total","001","Total","318","Firms with 2 to 3 years in business","2020","89434","82471681","619978","17833017","3.6","10.4","5.1","7.4",
"0100000US","United States","00","Total for all sectors","004","Equally male/female","029","Non-Hispanic","00","Total","001","Total","319","Firms with 4 to 5 years in business","2020","68350","74122027","545631","16709601","2.2","9.1","7.9","9.6",
"0100000US","United States","00","Total for all sectors","004","Equally male/female","029","Non-Hispanic","00","Total","001","Total","321","Firms with 6 to 10 years in business","2020","123545","164225522","1019221","35657193","2.1","5.9","5.8","4.8",
"0100000US","United States","00","Total for all sectors","004","Equally male/female","029","Non-Hispanic","00","Total","001","Total","322","Firms with 11 to 15 years in business","2020","101964","159954132","966298","38263912","2.8","10.3","8.0","9.4",
"0100000US","United States","00","Total for all sectors","004","Equally male/female","029","Non-Hispanic","00","Total","001","Total","323","Firms with 16 or more years in business","2020","243879","760450238","3504844","143625046","1.9","5.7","2.8","2.8",
"0100000US","United States","00","Total for all sectors","001","Total","001","Total","30","White","001","Total","311","Firms with less than 2 years in business","2020","661109","484172329","2631171","109859449","0.5","3.5","2.3","3.1",
"0100000US","United States","00","Total for all sectors","001","Total","001","Total","30","White","001","Total","318","Firms with 2 to 3 years in business","2020","594552","634522085","3899947","145985738","0.8","4.7","2.9","3.8",
"0100000US","United States","00","Total for all sectors","001","Total","001","Total","30","White","001","Total","319","Firms with 4 to 5 years in business","2020","466268","581601168","3537483","136094037","1.2","7.7","4.0","4.9",
"0100000US","United States","00","Total for all sectors","001","Total","001","Total","30","White","001","Total","321","Firms with 6 to 10 years in business","2020","793011","1369429803","7486311","335590448","0.8","3.3","1.8","3.3",
"0100000US","United States","00","Total for all sectors","001","Total","001","Total","30","White","001","Total","322","Firms with 11 to 15 years in business","2020","630278","1225839785","6403268","298651136","0.8","3.5","2.9","4.5",
"0100000US","United States","00","Total for all sectors","001","Total","001","Total","30","White","001","Total","323","Firms with 16 or more years in business","2020","1629407","9323703619","33152606","1696842140","0.3","1.6","1.2","1.1",
"0100000US","United States","00","Total for all sectors","002","Female","001","Total","30","White","001","Total","311","Firms with less than 2 years in business","2020","158037","90846663","567798","21537441","1.7","7.5","6.3","8.1",
"0100000US","United States","00","Total for all sectors","002","Female","001","Total","30","White","001","Total","318","Firms with 2 to 3 years in business","2020","147214","90162390","767355","24251408","1.8","6.7","4.3","7.4",
"0100000US","United States","00","Total for all sectors","002","Female","001","Total","30","White","001","Total","319","Firms with 4 to 5 years in business","2020","110965","82897961","723632","23476198","2.8","6.4","6.7","8.0",
"0100000US","United States","00","Total for all sectors","002","Female","001","Total","30","White","001","Total","321","Firms with 6 to 10 years in business","2020","177306","192543717","1445762","59144344","1.8","10.1","3.7","5.5",
"0100000US","United States","00","Total for all sectors","002","Female","001","Total","30","White","001","Total","322","Firms with 11 to 15 years in business","2020","133263","147574565","1109128","40999765","2.3","9.9","5.1","5.5",
"0100000US","United States","00","Total for all sectors","002","Female","001","Total","30","White","001","Total","323","Firms with 16 or more years in business","2020","287750","1026851258","4579777","206438418","1.7","3.9","2.9","3.3",
"0100000US","United States","00","Total for all sectors","003","Male","001","Total","30","White","001","Total","311","Firms with less than 2 years in business","2020","408047","332311915","1677519","73904027","0.7","3.9","4.4","4.6",
"0100000US","United States","00","Total for all sectors","003","Male","001","Total","30","White","001","Total","318","Firms with 2 to 3 years in business","2020","365139","468130914","2598973","105611363","1.3","5.0","3.8","5.4",
"0100000US","United States","00","Total for all sectors","003","Male","001","Total","30","White","001","Total","319","Firms with 4 to 5 years in business","2020","292213","429425435","2321368","96787846","1.9","10.2","5.6","6.0",
"0100000US","United States","00","Total for all sectors","003","Male","001","Total","30","White","001","Total","321","Firms with 6 to 10 years in business","2020","503118","1025655132","5094224","243306603","1.0","4.5","2.3","3.8",
"0100000US","United States","00","Total for all sectors","003","Male","001","Total","30","White","001","Total","322","Firms with 11 to 15 years in business","2020","402486","927476315","4390748","221720016","1.5","4.8","3.8","5.3",
"0100000US","United States","00","Total for all sectors","003","Male","001","Total","30","White","001","Total","323","Firms with 16 or more years in business","2020","1107343","7561365835","25211698","1351649235","0.6","2.1","1.5","1.2",
"0100000US","United States","00","Total for all sectors","004","Equally male/female","001","Total","30","White","001","Total","311","Firms with less than 2 years in business","2020","95024","61013751","385854","14417981","1.8","9.0","11.6","11.6",
"0100000US","United States","00","Total for all sectors","004","Equally male/female","001","Total","30","White","001","Total","318","Firms with 2 to 3 years in business","2020","82199","76228782","533619","16122968","3.0","11.4","5.0","8.2",
"0100000US","United States","00","Total for all sectors","004","Equally male/female","001","Total","30","White","001","Total","319","Firms with 4 to 5 years in business","2020","63088","69277772","492483","15829993","2.4","10.8","7.8","10.9",
"0100000US","United States","00","Total for all sectors","004","Equally male/female","001","Total","30","White","001","Total","321","Firms with 6 to 10 years in business","2020","112585","151230954","946325","33139501","1.7","6.1","5.3","6.4",
"0100000US","United States","00","Total for all sectors","004","Equally male/female","001","Total","30","White","001","Total","322","Firms with 11 to 15 years in business","2020","94529","150788905","903392","35931354","3.0","11.3","9.7","10.5",
"0100000US","United States","00","Total for all sectors","004","Equally male/female","001","Total","30","White","001","Total","323","Firms with 16 or more years in business","2020","234311","735486526","3361131","138754486","2.1","6.3","2.3","2.6",
"0100000US","United States","00","Total for all sectors","001","Total","020","Hispanic","30","White","001","Total","311","Firms with less than 2 years in business","2020","58985","35686390","236192","7868165","1.9","10.9","13.6","11.2",
"0100000US","United States","00","Total for all sectors","001","Total","020","Hispanic","30","White","001","Total","318","Firms with 2 to 3 years in business","2020","58702","40552476","306516","8938874","3.2","10.5","11.3","9.4",
"0100000US","United States","00","Total for all sectors","001","Total","020","Hispanic","30","White","001","Total","319","Firms with 4 to 5 years in business","2020","46210","38382190","277395","8878615","4.3","8.7","8.3","8.9",
"0100000US","United States","00","Total for all sectors","001","Total","020","Hispanic","30","White","001","Total","321","Firms with 6 to 10 years in business","2020","68664","82048966","554898","19869367","3.2","10.3","5.2","6.7",
"0100000US","United States","00","Total for all sectors","001","Total","020","Hispanic","30","White","001","Total","322","Firms with 11 to 15 years in business","2020","46976","67392786","406153","15238244","5.0","13.6","8.6","12.3",
"0100000US","United States","00","Total for all sectors","001","Total","020","Hispanic","30","White","001","Total","323","Firms with 16 or more years in business","2020","70292","191350242","1018724","40843415","2.1","7.4","7.3","7.1",
"0100000US","United States","00","Total for all sectors","001","Total","028","Equally Hispanic/non-Hispanic","30","White","001","Total","311","Firms with less than 2 years in business","2020","9683","4797983","35357","1288728","6.2","17.1","22.3","28.1",
"0100000US","United States","00","Total for all sectors","001","Total","028","Equally Hispanic/non-Hispanic","30","White","001","Total","318","Firms with 2 to 3 years in business","2020","7370","4234926","39055","1128232","8.7","15.2","16.0","13.5",
"0100000US","United States","00","Total for all sectors","001","Total","028","Equally Hispanic/non-Hispanic","30","White","001","Total","319","Firms with 4 to 5 years in business","2020","6106","4565886","41671","1313721","11.7","24.3","27.2","20.0",
"0100000US","United States","00","Total for all sectors","001","Total","028","Equally Hispanic/non-Hispanic","30","White","001","Total","321","Firms with 6 to 10 years in business","2020","8126","8797824","74658","2379375","9.7","17.7","21.8","14.0",
"0100000US","United States","00","Total for all sectors","001","Total","028","Equally Hispanic/non-Hispanic","30","White","001","Total","322","Firms with 11 to 15 years in business","2020","6473","7009344","58407","1990328","6.3","14.4","18.6","12.8",
"0100000US","United States","00","Total for all sectors","001","Total","028","Equally Hispanic/non-Hispanic","30","White","001","Total","323","Firms with 16 or more years in business","2020","10980","26781885","163102","6344947","6.4","27.4","17.5","16.9",
"0100000US","United States","00","Total for all sectors","001","Total","029","Non-Hispanic","30","White","001","Total","311","Firms with less than 2 years in business","2020","592438","443687955","2359622","100702556","0.6","3.6","2.3","3.0",
"0100000US","United States","00","Total for all sectors","001","Total","029","Non-Hispanic","30","White","001","Total","318","Firms with 2 to 3 years in business","2020","528482","589734683","3554376","135918632","1.0","4.8","3.6","4.4",
"0100000US","United States","00","Total for all sectors","001","Total","029","Non-Hispanic","30","White","001","Total","319","Firms with 4 to 5 years in business","2020","413952","538653092","3218416","125901701","1.8","8.6","4.3","5.4",
"0100000US","United States","00","Total for all sectors","001","Total","029","Non-Hispanic","30","White","001","Total","321","Firms with 6 to 10 years in business","2020","716223","1278583013","6856756","313341706","0.8","3.6","1.9","3.4",
"0100000US","United States","00","Total for all sectors","001","Total","029","Non-Hispanic","30","White","001","Total","322","Firms with 11 to 15 years in business","2020","576829","1151437654","5938708","281422564","1.0","3.6","3.1","4.4",
"0100000US","United States","00","Total for all sectors","001","Total","029","Non-Hispanic","30","White","001","Total","323","Firms with 16 or more years in business","2020","1548134","9105571492","31970780","1649653778","0.4","1.7","1.2","1.1",
"0100000US","United States","00","Total for all sectors","001","Total","001","Total","40","Black or African American","001","Total","311","Firms with less than 2 years in business","2020","27854","12396514","109637","3585266","6.0","16.6","17.8","16.1",
